DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,INDICATOR: Indicator,RANGE: Range,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment
SPC:DF_POP_COAST(2.0),A: Annual,2010,TK: Tokelau,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,1140,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2011,TK: Tokelau,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,1201,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2012,TK: Tokelau,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,1262,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2013,TK: Tokelau,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,1323,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2014,TK: Tokelau,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,1384,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2015,TK: Tokelau,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,1445,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2016,TK: Tokelau,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,1504,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2017,TK: Tokelau,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,1502,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2018,TK: Tokelau,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,1507,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2019,TK: Tokelau,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,1503,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2020,TK: Tokelau,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,1506,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2021,TK: Tokelau,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,1501,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2010,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10530,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2011,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10510,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2012,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10480,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2013,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10460,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2014,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10430,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2015,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10410,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2016,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10390,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2017,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10359,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2018,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10422,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2019,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10495,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2020,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10580,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2021,TV: Tuvalu,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,10679,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2010,KI: Kiribati,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2011,KI: Kiribati,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2012,KI: Kiribati,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2013,KI: Kiribati,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2014,KI: Kiribati,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2015,KI: Kiribati,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2016,KI: Kiribati,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2017,KI: Kiribati,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2018,KI: Kiribati,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2019,KI: Kiribati,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2020,KI: Kiribati,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2021,KI: Kiribati,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2010,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,102700,N: units,,E: Estimated value,,Estimated mid-year population for year 2010.
SPC:DF_POP_COAST(2.0),A: Annual,2011,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,104000,N: units,,E: Estimated value,,Interpolated using estimates for years 2010 and 2015.
SPC:DF_POP_COAST(2.0),A: Annual,2012,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,105300,N: units,,E: Estimated value,,Interpolated using estimates for years 2010 and 2015.
SPC:DF_POP_COAST(2.0),A: Annual,2013,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,106600,N: units,,E: Estimated value,,Interpolated using estimates for years 2010 and 2015.
SPC:DF_POP_COAST(2.0),A: Annual,2014,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,107800,N: units,,E: Estimated value,,Interpolated using estimates for years 2010 and 2015.
SPC:DF_POP_COAST(2.0),A: Annual,2015,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,109119,N: units,,E: Estimated value,,Estimated mid-year population for year 2015.
SPC:DF_POP_COAST(2.0),A: Annual,2016,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,110981,N: units,,E: Estimated value,,Estimated mid-year population for year 2016.
SPC:DF_POP_COAST(2.0),A: Annual,2017,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,112880,N: units,,E: Estimated value,,Estimated mid-year population for year 2017.
SPC:DF_POP_COAST(2.0),A: Annual,2018,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,114807,N: units,,E: Estimated value,,Estimated mid-year population for year 2018.
SPC:DF_POP_COAST(2.0),A: Annual,2019,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,116766,N: units,,E: Estimated value,,Estimated mid-year population for year 2019.
SPC:DF_POP_COAST(2.0),A: Annual,2020,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,118744,N: units,,E: Estimated value,,Estimated mid-year population for year 2020.
SPC:DF_POP_COAST(2.0),A: Annual,2021,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,120740,N: units,,E: Estimated value,,Estimated mid-year population for year 2021.
SPC:DF_POP_COAST(2.0),A: Annual,2010,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,62,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2011,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,60,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2012,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,57,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2013,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,54,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2014,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,51,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2015,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,51,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2016,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,51,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2017,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,51,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2018,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,51,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2019,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,51,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2020,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,51,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2021,PN: Pitcairn,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,50,N: units,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2010,SB: Solomon Islands,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,565435,N: units,,E: Estimated value,,Estimated mid-year population for year 2010.
SPC:DF_POP_COAST(2.0),A: Annual,2011,SB: Solomon Islands,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,579468,N: units,,E: Estimated value,,Estimated mid-year population for year 2011.
SPC:DF_POP_COAST(2.0),A: Annual,2012,SB: Solomon Islands,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,593614,N: units,,E: Estimated value,,Estimated mid-year population for year 2012.
SPC:DF_POP_COAST(2.0),A: Annual,2013,SB: Solomon Islands,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,607857,N: units,,E: Estimated value,,Estimated mid-year population for year 2013.
SPC:DF_POP_COAST(2.0),A: Annual,2014,SB: Solomon Islands,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,622225,N: units,,E: Estimated value,,Estimated mid-year population for year 2014.
SPC:DF_POP_COAST(2.0),A: Annual,2015,SB: Solomon Islands,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,636712,N: units,,E: Estimated value,,Estimated mid-year population for year 2015.
SPC:DF_POP_COAST(2.0),A: Annual,2016,SB: Solomon Islands,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,651348,N: units,,E: Estimated value,,Estimated mid-year population for year 2016.
SPC:DF_POP_COAST(2.0),A: Annual,2017,SB: Solomon Islands,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,666161,N: units,,E: Estimated value,,Estimated mid-year population for year 2017.
SPC:DF_POP_COAST(2.0),A: Annual,2018,SB: Solomon Islands,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,681184,N: units,,E: Estimated value,,Estimated mid-year population for year 2018.
SPC:DF_POP_COAST(2.0),A: Annual,2019,SB: Solomon Islands,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,696470,N: units,,E: Estimated value,,Estimated mid-year population for year 2019.
SPC:DF_POP_COAST(2.0),A: Annual,2020,SB: Solomon Islands,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,712071,N: units,,E: Estimated value,,Estimated mid-year population for year 2020.
SPC:DF_POP_COAST(2.0),A: Annual,2021,SB: Solomon Islands,COASTALPOPAF: Coastal population in absolute frequency,_T: Total population,728041,N: units,,E: Estimated value,,Estimated mid-year population for year 2021.
SPC:DF_POP_COAST(2.0),A: Annual,2010,PG: Papua New Guinea,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1500499,N: units,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2011,PG: Papua New Guinea,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1535821,N: units,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2012,PG: Papua New Guinea,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1573720,N: units,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2013,PG: Papua New Guinea,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1611743,N: units,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2014,PG: Papua New Guinea,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1650122,N: units,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2015,PG: Papua New Guinea,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1688868,N: units,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2016,PG: Papua New Guinea,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1727932,N: units,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2017,PG: Papua New Guinea,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1767248,N: units,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2018,PG: Papua New Guinea,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1806742,N: units,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2019,PG: Papua New Guinea,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1846357,N: units,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2020,PG: Papua New Guinea,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1886068,N: units,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2021,PG: Papua New Guinea,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1925864,N: units,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2010,PG: Papua New Guinea,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,30,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2011,PG: Papua New Guinea,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,30,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2012,PG: Papua New Guinea,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,30,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2013,PG: Papua New Guinea,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,30,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2014,PG: Papua New Guinea,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,30,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2015,PG: Papua New Guinea,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,30,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2016,PG: Papua New Guinea,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,30,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2017,PG: Papua New Guinea,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,30,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2018,PG: Papua New Guinea,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,30,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2019,PG: Papua New Guinea,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,30,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2020,PG: Papua New Guinea,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,30,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2021,PG: Papua New Guinea,COASTALPOPRF: Coastal population in relative frequency,10KM: 10km from coasts,30,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2010,MIC: Micronesia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,72,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2011,MIC: Micronesia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,72,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2012,MIC: Micronesia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,72,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2013,MIC: Micronesia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,72,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2014,MIC: Micronesia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,72,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2015,MIC: Micronesia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,71,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2016,MIC: Micronesia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,71,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2017,MIC: Micronesia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,71,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2018,MIC: Micronesia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,71,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2019,MIC: Micronesia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,71,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2020,MIC: Micronesia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,71,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2021,MIC: Micronesia,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,71,PERCENT: percent,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2010,NU: Niue,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,402,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2011,NU: Niue,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,402,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2012,NU: Niue,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,403,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2013,NU: Niue,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,403,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2014,NU: Niue,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,404,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2015,NU: Niue,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,404,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2016,NU: Niue,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,404,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2017,NU: Niue,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,400,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2018,NU: Niue,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,396,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2019,NU: Niue,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,390,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2020,NU: Niue,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,385,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2021,NU: Niue,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,382,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2010,PG: Papua New Guinea,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,21,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2011,PG: Papua New Guinea,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,21,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2000 census. Population data from census matched to census/administrative boundaries.
